Category	Keyword	Web_Page_URL	Tweet_Website	Author_Name	Author_Web_Page_URL	Tweet_Timestamp	Tweet_Content	Tweet_Image_URL	Tweet_Video_URL	Tweet_AD	Tweet_Number_of_Reviews	Tweet_Number_of_Retweets	Retweets	Tweet_Number_of_Likes	Likes	Tweet_Number_of_Looks	looks	Impressions
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/NaNaLee0327/status/1730033927300223468	lalalilfamily✧✧fan account	https://twitter.com/NaNaLee0327	11/30/23	Wow so hot #LISA #LALISA #MONEY	https://pbs.twimg.com/media/GAJQsD0awAA0Lwv?format=jpg&name=small	https://twitter.com/NaNaLee0327/status/1730033927300223468	FALSE	1	100	100	200	200	3.6K	36000	300.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/BhartiyNiveshak/status/1731982567971205502	BhartiyNiveshak	https://twitter.com/BhartiyNiveshak	12/5/23	2X MOVER identified!!Breakout after 3.5 yearsVolume IncreasingSwadeshi vs MNC ThemeAt New All Time High SBDs in DailyFollowers can Repostto get DM #GuessTheStock#stocks #MultiBagger #investing	https://pbs.twimg.com/media/GAk8tp8aMAAzXXD?format=png&name=small	https://twitter.com/BhartiyNiveshak/status/1731982567971205502	FALSE	55	152	152	135	135	20K	20000	287.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1730497941121671369	JustDario JustDario	https://twitter.com/DarioCpx	12/1/23	File under: INSANITY In a great paradox of our times, a #stocks index of a country dealing with a budget crisis, sticky inflation and already in recession is heading towards all time highs	https://pbs.twimg.com/media/GAP2s2Fb0AASUmN?format=jpg&name=small;https://pbs.twimg.com/profile_images/1718247730001375232/7AaHlGTe_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f3ca-200d-2642-fe0f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg;https://abs-0.twimg.com/emoji/v2/svg/1f648.svg;https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg	https://twitter.com/DarioCpx/status/1730497941121671369	FALSE	35	40	40	240	240	39K	39000	280.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/academy_share/status/1732430237609374063	Share Academy	https://twitter.com/academy_share	12/6/23	HSCL...................finally 300 aa gaya how much total profit till yet #stockmarkets #StockMarket, #Investing, #Trading, #Stocks, #StockMarketNews, #DayTrading, #FinancialEducation, #StockMarketAnalysis, #StockMarketTrends, #unknownman	https://pbs.twimg.com/media/GArT5JvagAArIXc?format=png&name=small	https://twitter.com/academy_share/status/1732430237609374063	FALSE	76	9	9	271	271	12K	12000	280.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/myfirststock99/status/1732398008816521510	My First Stock	https://twitter.com/myfirststock99	12/6/23	This stock is ready for 50-100% upsideFind this stock - A Major Monopoly stock#investing #stocks	https://pbs.twimg.com/media/GAq2nFjaEAAv2ch?format=png&name=small	https://twitter.com/myfirststock99/status/1732398008816521510	FALSE	57	21	21	257	257	72K	72000	278.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/quakes99/status/1732035274342093191	John QuakesDJ LeClear (The Rad Guy)Reload	https://twitter.com/quakes99	12/5/23	I really don't think investors in #Uranium #mining #stocks fully understand the ground-shifting magnitudeof the historic & monumental #TripleNuclear2050 declaration at #COP28. As DJ explains, #Nuclear has gone from "Trash" to "Triple" in just a few short years!	https://pbs.twimg.com/profile_images/1722433969164099584/WRw97q_c_mini.jpg;https://abs.twimg.com/hashflags/COP28_UAE_Hashmoji_2023/COP28_UAE_Hashmoji_2023.png	https://twitter.com/quakes99/status/1732035274342093191	FALSE	13	47	47	230	230	30K	30000	277.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/forlalisa_th/status/1731872865174335958	𝐅𝐎𝐑𝐋𝐀𝐋𝐈𝐒𝐀𝐓𝐇	https://twitter.com/forlalisa_th	12/5/23	Do not forget to SHAZAM ‘LALISA’ , ‘MONEY’ , ‘SG’ and ‘SHOONG!’#LALISA — 1,035,349#MONEY — 3,603,763#SG — 1,403,358#SHOONG — 550,588#LALISA #LISA #리사 #ลิซ่า	https://pbs.twimg.com/media/GAjZLwcbAAAYgjg?format=jpg&name=360x360;https://pbs.twimg.com/media/GAjZL7YbsAAl4fB?format=jpg&name=360x360;https://pbs.twimg.com/media/GAjZMLIbwAAkj6D?format=jpg&name=360x360;https://pbs.twimg.com/media/GAjZMXXaIAACNrT?format=jpg&name=360x360	https://twitter.com/forlalisa_th/status/1731872865174335958	FALSE		85	85	192	192	3.9K	39000	277.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732460985427128371	Sunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/6/23	All Type of Moving Average Crossover Simplified!Bookmark it!#stocks #trading #investing	https://pbs.twimg.com/media/GArwEl3WcAA2IZW?format=jpg&name=small	https://twitter.com/sunilgurjar01/status/1732460985427128371	FALSE	8	42	42	233	233	19K	19000	275.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/NaNaLee0327/status/1731352152013177031	lalalilfamily✧✧fan account	https://twitter.com/NaNaLee0327	12/3/23	Very cute Lisa #LISA #LALISA #MONEY	https://pbs.twimg.com/media/GAb_m0la8AAkwOE?format=jpg&name=900x900	https://twitter.com/NaNaLee0327/status/1731352152013177031	FALSE		58	58	217	217	3.2K	32000	275.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1730495584774279607	Sunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/1/23	Strong Breakout Stock!DATAMATICSTrend Continuation Pattern (C&H Pattern)Wide Range Breakout Candle, backed by Huge Volume Buildup.#stocks #trading #investing	https://pbs.twimg.com/media/GAP0QK-aoAAd0kz?format=png&name=small	https://twitter.com/sunilgurjar01/status/1730495584774279607	FALSE	12	28	28	232	232	23K	23000	260.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/lalalisiousm/status/1729898311958598091	cleo	https://twitter.com/lalalisiousm	11/29/23	Omg! She looks like a Hollywood actress #LALISA #MONEY #리사 #LISA	https://pbs.twimg.com/media/GAHVWJwWcAAvmoB?format=jpg&name=small	https://twitter.com/lalalisiousm/status/1729898311958598091	FALSE		49	49	208	208	3.9K	39000	257.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/zolohonest8/status/1729702282508247049	oloHonest	https://twitter.com/zolohonest8	11/29/23	Message to all My #Dogs 2024 is the year of the #Dragon Enemy year in #Astrology STAY LOW & GET #MONEY2024=#8Universal year Everyone gets their turn I’ll see you on the other side Stronger than ever -Wolf		https://twitter.com/zolohonest8/status/1729702282508247049	FALSE	16	28	28	224	224	13K	13000	252.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/imfamousrajat/status/1731229146154738102	Rajat Kumar Singh	https://twitter.com/imfamousrajat	12/3/23	⦿ Finolex Cables - Breakout with rising volumes- Moved above all the short-term key MAs- Continuation of the long-term bullish trend- Reversal from the demand zoneRead the complete case study #FINCABLES #Stocks #Investing Retweet this & Follow me @imfamousrajat…	https://pbs.twimg.com/media/GAaPeNbasAARqpe?format=jpg&name=small	https://twitter.com/imfamousrajat/status/1731229146154738102	FALSE	6	36	36	213	213	19K	19000	249.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/nikichain/status/1729796456297439359	Nikita Sachdev	https://twitter.com/nikichain	11/29/23	One does not simply work in #finance or #web3 in the #UAE and not go to Abu Dhabi Finance week! .#adfw2023 #adgm #abudhabi	https://pbs.twimg.com/media/GAF4s67XAAADfFu?format=jpg&name=small	https://twitter.com/nikichain/status/1729796456297439359	FALSE	31	11	11	235	235	9.5K	95000	246.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1730181744115196115	WLTHX Official	https://twitter.com/wlthx	11/30/23	Believe in #WLTHX token It has a never ending story! Invest now: https://wlthx.com#DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens #wealthexchange #cryptotoken #tokenization #gamifiedrewards	https://pbs.twimg.com/media/GALW5tDaQAAMCah?format=jpg&name=small	https://twitter.com/wlthx/status/1730181744115196115	FALSE	36	82	82	161	161	6.6K	66000	243.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/SoupxLisa/status/1729557655805419989	Soup : Lisa​ Fan AccountReload	https://twitter.com/SoupxLisa	11/28/23	I'm waiting for LS2 #LISA #LALISA #MONEY		https://twitter.com/SoupxLisa/status/1729557655805419989	FALSE	2	62	62	171	171	6.7K	67000	233.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732392446905155713	Sunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/6/23	Guess This Multiyear Breakout Stock ??The stock has given breakout from ATH and basing trend continuation pattern.Before Volume spurt the consolidation occurred with complete volume dry up which is mentioned in the chart.Huge Upside Possible.#stocks #trading #investing	https://pbs.twimg.com/media/GAqmIMCagAAqURZ?format=jpg&name=small	https://twitter.com/sunilgurjar01/status/1732392446905155713	FALSE	75	20	20	210	210	53K	53000	230.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732630975992271024	Sunil Gurjar, CFTeSunil Gurjar, CFTe	https://twitter.com/sunilgurjar01		As I promised to share My 2 High Conviction Breakout Soon Stocks from Fertilizer Sector. So, here they are 1- Deepak Fertilizer 2- National Fertilizer Both are trading below Resistance and Will Breakout very soon! Keep on Radar.#stocks #trading #investing	https://pbs.twimg.com/profile_images/1475478034979319811/kLzX1gVS_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/2764.svg;https://abs-0.twimg.com/emoji/v2/svg/1f64c.svg	https://twitter.com/sunilgurjar01/status/1732630975992271024	FALSE	18	27	27	202	202	28K	28000	229.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732630975992271024	Sunil Gurjar, CFTeSunil Gurjar, CFTe	https://twitter.com/sunilgurjar01		As I promised to share My 2 High Conviction Breakout Soon Stocks from Fertilizer Sector. So, here they are 1- Deepak Fertilizer 2- National Fertilizer Both are trading below Resistance and Will Breakout very soon! Keep on Radar.#stocks #trading #investing	https://pbs.twimg.com/profile_images/1475478034979319811/kLzX1gVS_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/2764.svg;https://abs-0.twimg.com/emoji/v2/svg/1f64c.svg	https://twitter.com/sunilgurjar01/status/1732630975992271024	FALSE	19	27	27	202	202	28K	28000	229.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/RVKRao2/status/1729720068903244278	R V K Rao_TNIEReload	https://twitter.com/RVKRao2	11/29/23	#Goshamahal #BRSParty #MLAs candidate #NanduBilalVyas was cought red handed by #PoliceState while #distributing #MONEY to #voters in mid night of Tuesday. @ECISVEEP @SpokespersonECI @rajasinghoffice @RAJASINGHMLA @BRSparty @KTRBRS @INCTelangana @TelanganaDGP @hydcitypolice		https://twitter.com/RVKRao2/status/1729720068903244278	FALSE	13	84	84	141	141	26K	26000	225.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1732290591223140621	WLTHX Official	https://twitter.com/wlthx	12/6/23	Crypto Fact! Did you know? The world's first #bitcoin #ATM was installed in #Vancouver, #Canada in 2013.....Join now: https://wlthx.com...#WLTHX #DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors…	https://pbs.twimg.com/media/GApU5_XbsAAx_eA?format=jpg&name=small	https://twitter.com/wlthx/status/1732290591223140621	FALSE	37	67	67	154	154	7K	7000	221.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/Malik_Manoban/status/1729892644204236969	Z ⁰¹¹² | ⁰³²⁷	https://twitter.com/Malik_Manoban	11/29/23	#SpotifyWrapped by @Malik_Manoban:Top Artist: #LISATop Song: #MONEYDidn't start early this year but here's my little part #SpotifyWrapped2023	https://pbs.twimg.com/media/GAHQL3CagAAHW4a?format=jpg&name=small;https://pbs.twimg.com/media/GAHQMPxb0AA4gmO?format=jpg&name=small	https://twitter.com/Malik_Manoban/status/1729892644204236969	FALSE		57	57	164	164	2.5K	25000	221.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732085950493360523	Sunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/5/23	IPO Base Pattern Candidate!NETWEBBreakout has happened with ATH Breakout.Case Study Based Chart Pattern.Volume action supporting the breakout move and signalling upmove from hereon.#stocks #trading #investing	https://pbs.twimg.com/media/GAmaX13aAAA7fHt?format=jpg&name=small	https://twitter.com/sunilgurjar01/status/1732085950493360523	FALSE	16	25	25	190	190	23K	23000	215.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/lalalisiousm/status/1729881474739114465	cleo	https://twitter.com/lalalisiousm	11/29/23	MONEY by LISA is on the list of TOP TROWBACKS on spotify 2023. #LALISA #MONEY #리사 #LISA	https://pbs.twimg.com/media/GAHGCACakAAEw8h?format=jpg&name=360x360;https://pbs.twimg.com/media/GAHGB_7bwAAVgZ7?format=jpg&name=900x900	https://twitter.com/lalalisiousm/status/1729881474739114465	FALSE		55	55	160	160	3K	3000	215.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1730768205944336468	JustDario Cheddar Flow	https://twitter.com/DarioCpx	12/2/23	Honest question: was there any insider at all in the whole market that bought #stocks between October and November…. ?	https://pbs.twimg.com/profile_images/1295066313790853120/oUO_9g3c_mini.jpg	https://twitter.com/DarioCpx/status/1730768205944336468	FALSE	26	28	28	187	187	20K	20000	215.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1729813258633408998	WLTHX Official	https://twitter.com/wlthx	11/29/23	How can you receive benefits in #cryptoinvesting?Understand the marketResearchKnow the risk#HODLEarly buyBuy now: https://wlthx.com#WLTHX #DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens…	https://pbs.twimg.com/media/GAGH5WPawAAKmaa?format=jpg&name=small	https://twitter.com/wlthx/status/1729813258633408998	FALSE	27	69	69	140	140	6.8K	68000	209.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/chartians/status/1732426392783159753	The Chartians	https://twitter.com/chartians	12/6/23	Want 4 stocks that can give quick upside ?Here are Top 4 stocks to trade Like & Retweet for more such stocks 1. Mapmyindia2. Hercules3. GMDC4. DredgecorpTrades will shared here : http://telegram.me/chartians#Stocks #Investing #Trading #Breakoutstocks	https://pbs.twimg.com/media/GArLK3DbcAAizuR?format=jpg&name=360x360;https://pbs.twimg.com/media/GArLK3CaUAATmMv?format=jpg&name=360x360;https://pbs.twimg.com/media/GArLfjubsAAcQJs?format=jpg&name=360x360;https://pbs.twimg.com/media/GArPj5XbYAA4xd6?format=jpg&name=360x360	https://twitter.com/chartians/status/1732426392783159753	FALSE	15	26	26	183	183	27K	27000	209.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1732217929830420715	JustDario JustDario	https://twitter.com/DarioCpx	12/6/23	T-BILLS SPIKE AGAIN A big dump 6 minutes after #China #stocks open The overnight $USD money market is incredibly nervous, watch out	https://pbs.twimg.com/media/GAoTBPMbAAAeL5D?format=jpg&name=small;https://pbs.twimg.com/profile_images/1718247730001375232/7AaHlGTe_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f3ca-200d-2642-fe0f.svg;https://abs-0.twimg.com/emoji/v2/svg/26a0.svg;https://abs-0.twimg.com/emoji/v2/svg/26a0.svg	https://twitter.com/DarioCpx/status/1732217929830420715	FALSE	9	41	41	166	166	14K	14000	207.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/quakes99/status/1732487552073166864	John QuakesAri Natter	https://twitter.com/quakes99	12/6/23	Ooo- Ooo-0oo! Russian #Uranium Import Ban Teed Up for US House Floor Vote! #mining #stocks #Nuclear #USA #SayNoToRussianUranium	https://pbs.twimg.com/profile_images/776512898050953216/EFx8HohZ_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg	https://twitter.com/quakes99/status/1732487552073166864	FALSE	7	19	19	187	187	16K	16000	206.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/wealth_creator9/status/1730631990687228368	The Wealth Creator Company	https://twitter.com/wealth_creator9	12/1/23	Some stocks that can be in 5 digits in 3-5 years. This is not a recommendation. Please do more research on them before taking any action.1) Dixon Technologies 2) Polycab India 3) Mtar Technologies 4) Persistent Systems 5) Atul Industries6) LTIMindtree #stocks…		https://twitter.com/wealth_creator9/status/1730631990687228368	FALSE	9	25	25	178	178	26K	26000	203.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/w_thejazz/status/1731320328117473467	WallStreetBullsISO 20022.... LET'S DO ITReload	https://twitter.com/w_thejazz	12/3/23	Major shift in finance: BlackRock & JPMorgan are leading a quiet revolution in the crypto space, setting the stage for a potential market bull run. #CryptoRevolution #Finance	https://pbs.twimg.com/profile_images/1712110603022876672/0iGaB9VU_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f4a5.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f92f.svg;https://abs-0.twimg.com/emoji/v2/svg/1f4a5.svg	https://twitter.com/w_thejazz/status/1731320328117473467	FALSE	7	38	38	157	157	16K	16000	195.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/LILIDREAM85_327/status/1729749954908868705	LiMaRiO327จุ้ป!FAN ACCOUNT	https://twitter.com/LILIDREAM85_327	11/29/23	LISAYA Will you marry me?#LISA #LALISA #MONEY	https://pbs.twimg.com/media/GAFOZJgaQAANf9S?format=jpg&name=small	https://twitter.com/LILIDREAM85_327/status/1729749954908868705	FALSE	1	63	63	131	131	3.7K	37000	194.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/nzdsos/status/1731470235440726326	NZDSOS - NZ Doctors Speaking Out with Science	https://twitter.com/nzdsos	12/4/23	From July 2022… follow the money… never forget. #StopTheSilence #mRNA #nzpol #nzpolitics #money	https://pbs.twimg.com/media/GAdrABqbkAA_RfV?format=jpg&name=small	https://twitter.com/nzdsos/status/1731470235440726326	FALSE	6	56	56	138	138	6.3K	63000	194.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732650515304271879	Sunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/7/23	High Reward & Low Risk Candidate!IVPDo Look at the daily TF Chart too.Lengthy Cup & Handle Pattern with marking of pattern based target.Breakout Candle low is very crucial.#stocks #trading #investing	https://pbs.twimg.com/media/GAucFMTaYAAA1RR?format=jpg&name=small	https://twitter.com/sunilgurjar01/status/1732650515304271879	FALSE	14	20	20	173	173	20K	20000	193.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1730540654751826237	WLTHX Official	https://twitter.com/wlthx	12/1/23	Turn your dream into reality! Start investing in #WLTHX token: https://wlthx.com#DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens #wealthexchange #cryptotoken #tokenization #gamifiedrewards	https://pbs.twimg.com/media/GAQdfzNaoAAAVmu?format=jpg&name=small	https://twitter.com/wlthx/status/1730540654751826237	FALSE	28	57	57	136	136	4.7K	47000	193.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1730891094651740671	WLTHX Official	https://twitter.com/wlthx	12/2/23	Long-term #investing mantra Invest like a #bull Sit like a #bear Watch like an #eagle Invest now: https://wlthx.com....#WLTHX #DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens…	https://pbs.twimg.com/media/GAVcMB8agAAmP3F?format=jpg&name=small	https://twitter.com/wlthx/status/1730891094651740671	FALSE	12	55	55	133	133	6.1K	61000	188.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/sunilgurjar01/status/1732391753280598032	Sunil Gurjar, CFTeSunil Gurjar, CFTe	https://twitter.com/sunilgurjar01	12/6/23	Finally,The Breakout is Done!JYOTHYLABThe Blue dotted will be very crucial.#stocks #trading #investing	https://pbs.twimg.com/media/GAqw624bwAAbIH8?format=jpg&name=small;https://pbs.twimg.com/profile_images/1475478034979319811/kLzX1gVS_mini.jpg;https://pbs.twimg.com/media/GAP1IyYaYAAs1Q_?format=png&name=240x240	https://twitter.com/sunilgurjar01/status/1732391753280598032	FALSE	10	14	14	173	173	22K	22000	187.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/DarioCpx/status/1731459040293556728	JustDario JustDario	https://twitter.com/DarioCpx	12/3/23	#Gold #Silver and $BTC start the week fuming from their nostrils Here is what might be happening:1 - #stocks inflation expectations are wrong2 - Someone somewhere is blowing up spectacularly in #stocks world and this is a rush to safety3 - A combination between 1 and 2	https://pbs.twimg.com/media/GAdgz82bMAAv3cm?format=jpg&name=360x360;https://pbs.twimg.com/media/GAdgz88bwAANn74?format=jpg&name=360x360;https://pbs.twimg.com/profile_images/1718247730001375232/7AaHlGTe_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f3ca-200d-2642-fe0f.svg;https://pbs.twimg.com/media/GATDvG3bwAAbByT?format=jpg&name=120x120;https://pbs.twimg.com/media/GATDvGzakAAH6O1?format=jpg&name=120x120;https://abs-0.twimg.com/emoji/v2/svg/1f937-1f3fb-200d-2642-fe0f.svg	https://twitter.com/DarioCpx/status/1731459040293556728	FALSE	18	24	24	160	160	17K	17000	184.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/choudhry_dn/status/1731915460524794075	DN Choudhry Reload	https://twitter.com/choudhry_dn	12/5/23	Adani Group Stocks.#StockMarketIndia #Sensex #Adanigroup#BankNifty #Options#Nifty #StockMarkets#StockMarket #stocks		https://twitter.com/choudhry_dn/status/1731915460524794075	FALSE	12	33	33	150	150	42K	42000	183.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/wlthx/status/1732004161204699366	WLTHX Official	https://twitter.com/wlthx	12/5/23	What do you prefer?Invest now: https://wlthx.com#WLTHX #DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens #wealthexchange #cryptotoken #tokenization #gamifiedrewards	https://pbs.twimg.com/media/GAlQjK8aEAA-duH?format=jpg&name=small	https://twitter.com/wlthx/status/1732004161204699366	FALSE	14	69	69	113	113	5.6K	56000	182.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/LisaSoldier10/status/1730233829850288591	Lisa_SoldierReloadSpotify Korea	https://twitter.com/LisaSoldier10	11/30/23	QUEEN OF KPOP SLAYED IT #LISA #MONEY	https://pbs.twimg.com/profile_images/1722547805934460928/KNqIRhVd_mini.jpg;https://pbs.twimg.com/media/GAK5xKYaUAAcZL1?format=jpg&name=120x120;https://pbs.twimg.com/media/GAK5yj7aAAA2G76?format=jpg&name=120x120;https://pbs.twimg.com/media/GAK5zvZaEAApoPA?format=jpg&name=120x120;https://pbs.twimg.com/media/GAK51LXbcAASItf?format=jpg&name=120x120;https://abs-0.twimg.com/emoji/v2/svg/23f0.svg;https://abs-0.twimg.com/emoji/v2/svg/2764-fe0f-200d-1f525.svg	https://twitter.com/LisaSoldier10/status/1730233829850288591	FALSE		47	47	134	134	7.2K	72000	181.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/_ChartWizard_/status/1731732441004712216	𝗧𝗵𝗲 𝗖𝗵𝗮𝗿𝘁 𝗪𝗶𝘇𝗮𝗿𝗱	https://twitter.com/_ChartWizard_	12/4/23	Multi-Year #Breakout stock!Kalyani Investment (Monthly)CMP - 3240Resistance - 3500,3800,4300Support - 3150Good looking stock!Keep on your radar!Follow us for daily price action analysis.Only for information & education purposes.#stocks #trading #StockMarket	https://pbs.twimg.com/media/GAhZek-bIAAqwhs?format=jpg&name=small	https://twitter.com/_ChartWizard_/status/1731732441004712216	FALSE	6	25	25	156	156	16K	16000	181.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/mybookmojo/status/1731337122349793286	Mybookmojo	https://twitter.com/mybookmojo	12/3/23	6 Methods to Confirm Entries!Learn & Practice.#stocks #trading #investing	https://pbs.twimg.com/media/GAbx0ODbwAA0Esd?format=png&name=small	https://twitter.com/mybookmojo/status/1731337122349793286	FALSE	1	31	31	150	150	6.9K	69000	181.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/wlthx/status/1731921123342688688	WLTHX Official	https://twitter.com/wlthx	12/5/23	The evolution of #money Join now: https://wlthx.com#WLTHX #DeFi #crypto #cryptocurrency #cryptotrading #investment #cryptomarket #finance #cryptoinvestors #utilitytokens #wealthexchange #cryptotoken #tokenization #gamifiedrewards	https://pbs.twimg.com/media/GAkFBI8boAAE6Ys?format=jpg&name=small	https://twitter.com/wlthx/status/1731921123342688688	FALSE	17	66	66	113	113	5.6K	56000	179.00
